城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10960,0.541,10.785
北京,32764,1.97,29.553
上海,32022,1.111,14.274
天津,11152,0.369,5.917
重庆,7869,0.524,9.125
深圳,30970,1.16,20.511
广州,18497,0.07,23.371
杭州,18184,-0.132,9.549
南京,14060,1.319,17.706
武汉,8326,0.108,7.99
成都,8269,0.511,6.931
苏州,12691,0.786,4.582
大连,11825,1.06,6.522
厦门,18942,1.04,29.165
西安,7400,0.271,4.108
长沙,7010,0.805,7.846
宁波,13357,0.015,4.026
东莞,9399,-0.99,4.748
无锡,8641,-2.91,1.899
福州,15466,-0.662,10.18
沈阳,7893,0.817,4.446
青岛,9783,0.452,6.187
济南,8725,-0.841,-0.011
南昌,9717,0.031,6.945
合肥,7218,0.403,8.705
郑州,9629,-1.2,16.461
太原,6785,-0.015,11.853
石家庄,6644,2.31,16.215
长春,7118,1.094,9.021
哈尔滨,7221,-2.852,1.12
呼和浩特,7249,0.055,-0.807
海口,10411,-1.139,-2.491
南宁,8110,-0.454,13.142
兰州,7533,-0.04,11.865
昆明,8633,0.759,3.464
贵阳,5165,1.235,4.682
西宁,5813,0.938,3.305
银川,5274,0.861,3.839
乌鲁木齐,7695,0.694,3.804
温州,14628,-1.028,-10.581
潍坊,4647,-0.364,2.628
包头,5952,-0.932,5.832
北海,5826,0.988,3.408
常州,7926,-1.258,-3.377
桂林,6345,0.126,10.29
嘉兴,7804,-1.576,3.956
南通,9339,-0.638,3.262
唐山,6290,-0.867,2.26
徐州,6231,0.858,9.797
镇江,6645,0.347,4.96
扬州,9217,-2.856,1.453
佛山,8831,0.045,3.675
惠州,6949,2.75,12.48
昆山,9116,-0.088,2.369
廊坊,7364,2.335,15.75
连云港,5716,0.21,2.511
洛阳,5597,0.938,7.49
秦皇岛,7061,1.103,0.313
三亚,24831,-0.858,4.949
汕头,8942,0.903,15.396
烟台,6530,1.524,2.095
中山,6464,0.139,4.325
珠海,12616,-0.888,2.795
吉林,6335,0.924,5.636
金华,9396,0.171,-1.168
泉州,7854,0.025,16.046
赣州,5801,1.221,7.148
宜昌,5588,0.179,6.968
湛江,7752,-0.321,14.725
江门,6433,1.005,4.043
舟山,0,0,0
鞍山,5259,1.29,2.176
宝鸡,4491,-1.643,3.67
保定,5076,-0.685,4.941
德州,4968,-0.461,5.054
东营,5795,0.035,0.104
鄂尔多斯,9241,0.011,8.743
邯郸,5088,0.772,7.957
菏泽,5332,0.094,5.459
湖州,8935,1.453,4.969
宿迁,4970,-0.501,4.193
江阴,6943,-1.866,1.048
聊城,5199,-0.23,1.345
柳州,7298,3.547,18.686
马鞍山,5325,-3.358,-4.758
绵阳,5054,0.059,3.375
日照,6689,0.345,6.074
淮安,5129,-1.894,3.303
台州,11194,-3.483,-3.124
泰州,7040,0.874,-2.236
威海,6400,1.976,9.514
吴江,0,0,0
芜湖,6119,-1.624,1.14
湘潭,4184,0.192,8.902
新乡,4225,0.859,3.681
营口,4906,0.389,4.65
张家港,10031,1.931,16.911
株洲,4996,-1.46,3.63
淄博,5927,0.492,2.366
衡水,4786,-0.25,22.781
绍兴,9622,-3.219,-4.846
常熟,9806,0.245,16.822
盐城,5735,0.773,3.67
