城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10180,0.812,6.899
北京,27349,1.969,17.564
上海,28265,0.23,5.981
天津,10486,0.105,1.934
重庆,7417,0.747,7.884
深圳,27135,1.519,14.113
广州,16073,2.519,18.123
杭州,16813,0.683,3.643
南京,12517,1.025,8.825
武汉,7747,0.078,3.931
成都,8101,2.105,10.473
苏州,12729,1.289,10.725
大连,11638,1.103,4.069
厦门,16218,3.55,15.168
西安,7153,-1.745,1.389
长沙,6717,1.527,4.447
宁波,12942,0.31,0.724
东莞,9279,0.498,1.643
无锡,8651,0.441,1.383
福州,13887,-0.814,5.854
沈阳,7563,-0.185,3.461
青岛,9405,1.129,2.821
济南,8634,-1.303,3.179
南昌,9233,0.293,13.511
合肥,6808,1.009,8.477
郑州,8637,-0.781,13.764
太原,6335,2.442,6.167
石家庄,6054,1.204,3.842
长春,6697,0.06,7.015
哈尔滨,7282,0.441,7.866
呼和浩特,7205,-0.744,0.432
海口,10461,-0.447,-10.643
南宁,7528,1.387,-2.285
兰州,7102,2.143,1.938
昆明,8241,-0.012,-1.612
贵阳,4911,-1.544,-2.288
西宁,5696,0.211,7.269
银川,5155,-1.113,4.734
乌鲁木齐,7493,1.011,12.339
温州,15487,0.045,-18.067
潍坊,4615,0.479,4.815
包头,5835,0.812,6.907
北海,5875,1.206,2.441
常州,8265,1.523,2.454
桂林,5826,0.224,-0.834
嘉兴,7854,3.274,4.082
南通,9580,1.601,2.154
唐山,6328,0.957,4.855
徐州,5843,0.568,5.355
镇江,6537,1.585,5.606
扬州,9251,-0.623,3.087
佛山,8725,0.658,8.412
惠州,6259,0.401,-1.246
昆山,9018,0.055,3.477
廊坊,6613,1.567,6.989
连云港,5771,1.763,10.598
洛阳,5287,0,3.423
秦皇岛,7088,-0.449,4.45
三亚,23477,-0.723,-9.432
汕头,8467,3.193,17.012
烟台,6544,0.031,3.169
中山,6396,1.219,2.912
珠海,12505,1.634,-0.279
吉林,5982,-0.067,5.465
金华,9575,1.656,-0.136
泉州,7296,2.156,12.281
赣州,5489,1.049,10.088
宜昌,5261,-0.736,1.8
湛江,7044,0.917,4.309
江门,6249,0.937,8.584
舟山,0,0,0
鞍山,5254,0.709,5.502
宝鸡,4312,-0.645,1.963
保定,4841,-0.309,1.959
德州,4838,0.436,-3.143
东营,5921,-0.837,9.974
鄂尔多斯,8894,2.054,7.325
邯郸,4802,0.882,5.261
菏泽,5144,1.001,16.433
湖州,8778,0.527,5.976
宿迁,4839,1.192,5.31
江阴,6887,-0.131,-2.257
聊城,5171,0.819,1.016
柳州,6331,0.46,9.495
马鞍山,5694,1.155,0.618
绵阳,5014,1.477,3.19
日照,6570,1.593,2.321
淮安,5062,0.756,8.72
台州,11693,-0.366,9.026
泰州,7187,-0.153,8.96
威海,6039,1.769,2.844
吴江,0,0,0
芜湖,6280,2.698,5.992
湘潭,4088,2.379,6.348
新乡,4186,0.504,6.568
营口,4901,1.052,5.671
张家港,8560,1.086,-10.703
株洲,5025,1.762,10.053
淄博,5931,1.091,3.202
衡水,4106,0.416,15.046
绍兴,10216,-0.719,4.469
常熟,8927,1.906,9.588
盐城,5688,0.958,0
