城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9712,-0.298,4.273
北京,23733,-0.252,1.532
上海,27210,-0.421,7.223
天津,10659,-0.55,4.296
重庆,6846,-1.155,-2.242
深圳,23835,-0.7,2.397
广州,13717,-0.681,4.256
杭州,16921,-0.5,-0.277
南京,11548,-0.62,-0.525
武汉,7609,-0.013,4.233
成都,7478,-1.098,-1.176
苏州,11683,-0.367,4.49
大连,11196,0.819,2.753
厦门,14311,-1.208,3.157
西安,7256,-0.193,4.599
长沙,6468,-0.124,19.072
宁波,12859,-0.008,-3.678
东莞,8971,-0.156,12.278
无锡,8878,-1.672,-3.762
福州,13927,0.245,11.105
沈阳,7475,0.538,25.927
青岛,9271,0.043,2.363
济南,8874,3.668,8.22
南昌,8483,-1.806,3.907
合肥,6519,-0.791,-0.746
郑州,7659,0.896,6.154
太原,6077,0.997,6.877
石家庄,5861,0.205,5.017
长春,6441,0.499,4.156
哈尔滨,6698,0.48,-0.549
呼和浩特,7208,0.882,12.484
海口,12514,-1.951,-7.509
南宁,8157,-0.803,1.455
兰州,6961,-0.043,4.082
昆明,8453,0.118,2.275
贵阳,5169,-0.558,1.512
西宁,5185,-0.556,5.151
银川,4903,0.225,3.308
乌鲁木齐,6445,2.139,19.773
温州,20275,-3.832,34.014
潍坊,4498,0,14.54
包头,5417,-1.15,3.953
北海,5875,1.223,6.779
常州,8303,-0.276,10.618
桂林,5806,-0.155,25.049
嘉兴,7735,0.065,-2.126
南通,9999,-0.626,-0.428
唐山,5974,-0.134,2.805
徐州,5637,0.107,10.184
镇江,6255,-0.287,4.669
扬州,8944,-0.134,5.434
佛山,8189,-1.468,-0.413
惠州,6722,-0.341,15.123
昆山,8899,-0.459,1.843
廊坊,6543,1.019,-0.35
连云港,5257,-0.133,8.414
洛阳,5327,-0.206,7.943
秦皇岛,6891,-0.649,6.326
三亚,26802,1.075,2.185
汕头,7483,1.3,7.886
烟台,6440,0.515,8.655
中山,6315,-0.488,1.97
珠海,12725,-0.516,16.947
吉林,5760,-0.173,3.915
金华,9656,-2.847,1.76
泉州,6727,-0.37,6.897
赣州,5131,-0.408,4.501
宜昌,5201,-1.028,2.848
湛江,6378,-0.901,14.857
江门,5844,0.654,2.168
舟山,0,0,0
鞍山,5129,0.293,4.248
宝鸡,4254,0.71,6.058
保定,4677,0.128,4.654
德州,5034,-0.337,17.397
东营,5515,1.696,4.234
鄂尔多斯,8535,0.471,7.264
邯郸,4668,0.908,9.04
菏泽,4328,3.072,34.787
湖州,8595,0.233,8.154
宿迁,4578,0.904,8.227
江阴,7325,-1.24,1.525
聊城,5194,1.843,15.963
柳州,5964,-0.284,11.706
马鞍山,5838,-0.799,-0.222
绵阳,4745,-0.357,6.533
日照,6446,-0.586,7.487
淮安,4736,-0.775,4.756
台州,11261,-0.6,-0.819
泰州,6496,-1.74,7.248
威海,5914,0.288,7.469
吴江,9685,-1.455,1.829
芜湖,6092,-1.136,-4.229
湘潭,3926,0.23,11.408
新乡,3792,2.653,28.804
营口,4755,0,3.034
张家港,9668,-0.535,3.313
株洲,4519,3.339,24.49
淄博,5717,0.9,3.851
衡水,3556,1.426,8.25
绍兴,10072,0.229,0.993
常熟,8422,-0.261,7.218
