城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9123,0.95,0
北京,23149,0.7,0
上海,25071,1.72,0
天津,9840,-0.98,0
重庆,6801,1.24,0
深圳,22948,0.76,0
广州,12980,2.3,0
杭州,16798,0.95,0
南京,11614,0.02,0
武汉,7100,0.27,0
成都,7293,0.97,0
苏州,10869,0.64,0
大连,10899,1.33,0
厦门,12966,-3.1,0
西安,6757,0.87,0
长沙,5075,2.96,0
宁波,13531,-1.11,0
东莞,7624,1.06,0
无锡,8784,-0.06,0
福州,11670,-0.02,0
沈阳,5703,1.93,0
青岛,8808,0.94,0
济南,7919,1.71,0
南昌,7923,3.29,0
合肥,6358,3.58,0
郑州,7014,2.97,0
太原,5416,1.44,0
石家庄,5548,-0.5,0
长春,6019,-0.59,0
哈尔滨,6719,1.96,0
呼和浩特,6258,3.3,0
海口,13312,-4.04,0
南宁,7871,1.27,0
兰州,6601,0.75,0
昆明,7920,-0.44,0
贵阳,4965,0.04,0
西宁,4851,0.6,0
银川,4736,0.13,0
乌鲁木齐,5075,2.77,0
温州,14118,1.07,0
潍坊,3842,0.73,0
包头,5138,-0.06,0
北海,5429,1.53,0
常州,7310,2.11,0
桂林,4436,-1.09,0
嘉兴,7798,0.8,0
南通,9738,0.86,0
唐山,5769,-0.93,0
徐州,4963,3.14,0
镇江,5714,3.59,0
扬州,8198,1.22,0
佛山,8032,-1.35,0
惠州,5661,1.89,0
昆山,8673,0,0
廊坊,6379,0.41,0
连云港,4721,0.25,0
洛阳,4724,2.27,0
秦皇岛,6296,1.34,0
三亚,26096,-0.97,0
汕头,6822,0.13,0
烟台,5797,0.09,0
中山,6122,-0.41,0
珠海,10188,-0.2,0
吉林,5411,1.22,0
金华,9388,1.45,0
泉州,6239,0.03,0
赣州,4818,1.62,0
宜昌,4924,1.19,0
湛江,5244,2.38,0
江门,5734,1.59,0
舟山,0,0,0
鞍山,4805,-0.66,0
宝鸡,3997,3.47,0
保定,4314,1.79,0
德州,4214,-2.09,0
东营,5249,0.69,0
鄂尔多斯,7818,-0.47,0
邯郸,4216,1.08,0
菏泽,2998,2.95,0
湖州,7689,1.91,0
宿迁,4148,1.39,0
江阴,7041,1.21,0
聊城,4346,2.26,0
柳州,5345,2.1,0
马鞍山,5674,-0.09,0
绵阳,4281,-0.02,0
日照,5965,1.77,0
淮安,4417,1.19,0
台州,10996,-0.74,0
泰州,5713,3.76,0
威海,5429,-0.42,0
吴江,9492,1.29,0
芜湖,6018,3.38,0
湘潭,3424,1.9,0
新乡,2873,-0.83,0
营口,4538,2.12,0
张家港,9195,-0.63,0
株洲,3396,3.07,0
淄博,5377,0.17,0
衡水,3173,0.92,0
绍兴,9972,0.8,0
常熟,7809,3.12,0
