城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10978,-0.318,7.839
北京,33472,0.695,22.388
上海,32388,-0.427,14.587
天津,11246,0.08,7.248
重庆,7941,-0.239,7.065
深圳,30890,-0.851,13.838
广州,18506,-0.022,15.137
杭州,17916,-0.72,6.56
南京,14024,-1.358,12.04
武汉,8362,-0.464,7.939
成都,8189,-0.92,1.086
苏州,12569,-0.789,-1.257
大连,11996,0.092,3.076
厦门,20036,2.775,23.542
西安,7373,-1.126,3.076
长沙,6888,-0.921,2.546
宁波,12994,-1.917,0.402
东莞,9594,0.104,3.395
无锡,8470,0.012,-2.092
福州,15526,-0.83,11.802
沈阳,7934,-0.226,4.905
青岛,9812,0.194,4.327
济南,8877,1.036,2.814
南昌,9393,-1.808,1.733
合肥,7398,0.873,8.666
郑州,9109,-1.917,5.465
太原,6833,-0.654,7.861
石家庄,6838,1.923,12.95
长春,7096,-1.004,5.958
哈尔滨,7258,0.498,-0.33
呼和浩特,7004,-3.593,-2.79
海口,10502,-0.171,0.392
南宁,7892,-2.145,4.835
兰州,7367,-1.498,3.731
昆明,8567,-0.742,3.956
贵阳,5279,0.572,7.493
西宁,5864,2.142,2.949
银川,5197,0.038,0.815
乌鲁木齐,7750,0.428,3.43
温州,14201,-1.981,-8.304
潍坊,4631,0.39,0.347
包头,5854,-1.332,0.326
北海,5824,-1.572,-0.868
常州,7693,-1.042,-6.921
桂林,6280,-1.196,7.793
嘉兴,7658,-2.059,-2.496
南通,9062,-1.5,-5.407
唐山,6211,-0.369,-1.849
徐州,6180,-0.499,5.768
镇江,6546,0,0.138
扬州,9474,1.25,2.411
佛山,8887,-0.202,1.857
惠州,6811,0.695,8.819
昆山,9125,-0.044,1.187
廊坊,7348,0.589,11.114
连云港,5766,-0.415,-0.087
洛阳,5722,0.492,8.228
秦皇岛,6866,-2.472,-3.132
三亚,24328,-1.61,3.625
汕头,8178,-3.641,-3.413
烟台,6497,-0.399,-0.718
中山,6380,-0.359,-0.25
珠海,13244,1.518,5.91
吉林,6382,-0.854,6.687
金华,9263,0.076,-3.258
泉州,7767,0.818,6.456
赣州,5822,-0.257,6.067
宜昌,5743,0.525,9.162
湛江,7823,-1.337,11.059
江门,6475,0.841,3.617
舟山,0,0,0
鞍山,5202,-1.96,-0.99
宝鸡,4286,-3.207,-0.603
保定,5432,2.84,12.208
德州,4956,-1.314,2.439
东营,5814,-0.223,-1.807
鄂尔多斯,9199,-0.777,3.429
邯郸,4960,0.02,3.29
菏泽,5050,-0.942,-1.827
湖州,8926,0.292,1.686
宿迁,5029,-0.02,3.926
江阴,6718,-0.386,-2.454
聊城,5204,0.019,0.638
柳州,7339,0.383,15.922
马鞍山,5280,-1.308,-7.271
绵阳,5053,0.02,0.778
日照,6559,-2.367,-0.167
淮安,4989,-1.286,-1.442
台州,11232,0.889,-3.943
泰州,6888,-1.375,-4.16
威海,6310,-1.144,4.487
吴江,0,0,0
芜湖,5948,-2.332,-5.287
湘潭,4091,-0.8,0.073
新乡,4249,0.831,1.505
营口,4768,-0.522,-2.714
张家港,10072,-2.261,17.664
株洲,4977,0.201,-0.955
淄博,5927,0.441,-0.067
衡水,4916,-0.767,19.727
绍兴,9746,0.247,-4.601
常熟,9772,0.69,9.466
盐城,5763,-0.604,1.319
