城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10522,-0.01,-4.46
北京,32343,0.369,-2.701
上海,32509,0.256,-0.055
天津,10566,0.066,-5.971
重庆,7046,-0.886,-11.482
深圳,31495,1.091,1.091
广州,17173,-0.533,-7.223
杭州,15898,-1.451,-11.903
南京,13751,0.593,-3.278
武汉,8009,0.793,-4.666
成都,7856,0.358,-4.949
苏州,11968,0.075,-5.533
大连,10499,-0.962,-12.399
厦门,21039,0.315,7.92
西安,6726,-0.163,-9.803
长沙,6324,-0.784,-9.033
宁波,12341,-0.907,-6.846
东莞,9043,0.033,-5.645
无锡,8220,-0.641,-2.94
福州,13373,-0.343,-14.582
沈阳,7191,-0.457,-9.57
青岛,8942,-0.81,-8.69
济南,8690,1.105,-1.093
南昌,8697,-0.161,-9.084
合肥,7469,1.288,1.841
郑州,9146,0.539,-1.518
太原,6971,-0.91,1.352
石家庄,7035,0.802,4.859
长春,6802,0.354,-5.106
哈尔滨,7239,0.111,0.235
呼和浩特,6714,-1.482,-7.584
海口,9213,-1.665,-12.424
南宁,7464,0.215,-7.452
兰州,6878,0,-8.036
昆明,8163,-0.378,-5.422
贵阳,4742,0.445,-9.659
西宁,5944,0.49,3.536
银川,5050,-0.805,-2.791
乌鲁木齐,7547,0.842,-2.203
温州,12984,1.279,-10.381
潍坊,4500,0.965,-2.45
包头,5418,0.055,-8.68
北海,5550,-0.716,-6.202
常州,7214,-0.428,-7.203
桂林,5085,-1.32,-19.997
嘉兴,7250,0.318,-7.277
南通,8290,-0.6,-9.891
唐山,5821,-0.733,-6.625
徐州,5799,-0.309,-6.633
镇江,6499,-1.216,-0.718
扬州,8835,-0.327,-5.579
佛山,8495,0.094,-4.604
惠州,6298,-0.928,-6.889
昆山,9067,0.077,-0.679
廊坊,7133,-0.834,-2.355
连云港,5810,0.155,0.345
洛阳,5309,-2.012,-6.762
秦皇岛,6578,0.704,-6.563
三亚,20550,0.568,-16.889
汕头,8149,-0.586,-3.983
烟台,6375,-0.172,-2.269
中山,6010,-0.216,-6.138
珠海,13005,0.603,-0.314
吉林,5444,-0.838,-15.426
金华,8571,-0.822,-7.401
泉州,7652,-1.759,-0.675
赣州,5658,-0.018,-3.067
宜昌,5418,-1.347,-5.164
湛江,6955,-0.515,-12.284
江门,5903,-0.556,-8.067
舟山,0,0,0
鞍山,5093,-0.372,-4.014
宝鸡,3937,-1.13,-11.089
保定,5717,1.527,8.236
德州,4482,0.403,-10.753
东营,5394,-2.318,-7.431
鄂尔多斯,8638,-0.104,-6.828
邯郸,5179,-0.308,4.436
菏泽,4285,-0.603,-15.947
湖州,8643,-0.689,-2.888
宿迁,4641,-1.024,-7.734
江阴,6348,0.586,-5.872
聊城,4654,-0.64,-10.552
柳州,6910,0.392,-5.485
马鞍山,5078,-0.295,-5.084
绵阳,4894,-0.102,-3.127
日照,5910,-0.572,-12.027
淮安,4797,-1.093,-5.085
台州,10137,-0.705,-8.946
泰州,6421,-0.311,-8.061
威海,6248,-0.762,-2.115
吴江,0,0,0
芜湖,5895,0.323,-3.202
湘潭,3957,0.457,-4.049
新乡,4140,-0.648,-1.756
营口,4592,0.613,-4.194
张家港,8670,0.662,-15.866
株洲,4738,-1.435,-4.61
淄博,5691,-0.333,-3.559
衡水,4880,-0.408,-1.494
绍兴,8855,-1.128,-8.918
常熟,9144,-0.251,-5.781
盐城,5630,1.077,-2.898
