城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9741,-0.551,5.651
北京,23793,-0.08,2.636
上海,27325,-0.47,7.549
天津,10718,-0.047,7.126
重庆,6926,-0.36,0.45
深圳,24003,-0.266,4.384
广州,13811,-0.21,5.734
杭州,17006,-0.363,0.586
南京,11620,-1.199,0.121
武汉,7610,-0.393,5.372
成都,7561,-0.891,2.231
苏州,11726,-0.382,7.175
大连,11105,0.643,1.946
厦门,14486,-1.883,6.601
西安,7270,-1.491,6.38
长沙,6476,-1.849,23.329
宁波,12860,-2.25,-4.606
东莞,8985,-1.372,16.115
无锡,9029,-1.88,1.267
福州,13893,-1.58,14.97
沈阳,7435,-0.867,27.355
青岛,9267,-0.011,3.081
济南,8560,-0.8,7.457
南昌,8639,-1.336,7.197
合肥,6571,-1.143,2.432
郑州,7591,-1.107,7.218
太原,6017,1.57,9.519
石家庄,5849,-0.12,5.482
长春,6409,-0.311,5.221
哈尔滨,6666,-0.374,-0.374
呼和浩特,7145,0.676,11.868
海口,12763,-1.154,-4.959
南宁,8223,-1.201,3.734
兰州,6964,-0.229,4.455
昆明,8443,0.369,4.376
贵阳,5198,0.116,3.319
西宁,5214,-0.382,6.191
银川,4892,-0.448,3.534
乌鲁木齐,6310,-0.755,20.191
温州,21083,4.563,44.483
潍坊,4498,-0.044,16.167
包头,5480,1.219,4.78
北海,5804,0.799,5.585
常州,8326,-0.502,11.939
桂林,5815,1.448,27.466
嘉兴,7730,-1.176,-0.897
南通,10062,-3.796,0.399
唐山,5982,-0.416,2.03
徐州,5631,0.374,11.793
镇江,6273,-0.239,6.43
扬州,8956,0.347,7.283
佛山,8311,-0.835,2.201
惠州,6745,-1.518,17.406
昆山,8940,-0.92,3.664
廊坊,6477,-0.705,0.621
连云港,5264,0.286,10.588
洛阳,5338,0.641,10.839
秦皇岛,6936,0.304,9.16
三亚,26517,-1.03,0.829
汕头,7387,1.275,7.745
烟台,6407,1.682,9.074
中山,6346,-0.828,3.642
珠海,12791,-0.218,20.488
吉林,5770,-0.893,4.757
金华,9939,-0.789,5.253
泉州,6752,0.521,7.005
赣州,5152,0.684,4.715
宜昌,5255,-0.038,6.012
湛江,6436,-0.449,18.987
江门,5806,-1.926,1.362
舟山,0,0,0
鞍山,5114,-0.699,5.075
宝鸡,4224,0.309,4.996
保定,4671,-0.235,6.232
德州,5051,-0.257,20.664
东营,5423,-1.292,3.177
鄂尔多斯,8495,-0.713,7.668
邯郸,4626,0.412,8.694
菏泽,4199,2.791,35.364
湖州,8575,0.646,9.585
宿迁,4537,0.354,7.895
江阴,7417,-1.159,5.28
聊城,5100,2.823,13.814
柳州,5981,-0.134,11.337
马鞍山,5885,-0.776,3.155
绵阳,4762,-0.397,8.031
日照,6484,-0.476,7.565
淮安,4773,0.611,6.612
台州,11329,-0.334,1.669
泰州,6611,0.978,13.163
威海,5897,1.778,6.656
吴江,9828,-0.917,2.889
芜湖,6162,-1.785,-0.565
湘潭,3917,0.128,13.899
新乡,3694,1.847,24.882
营口,4755,0.359,4.253
张家港,9720,0.258,4.741
株洲,4373,-0.114,24.198
淄博,5666,0.89,2.794
衡水,3506,0.343,8.31
绍兴,10049,-0.05,0.752
常熟,8444,-0.53,8.007
