城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10901,0.628,11.099
北京,32131,2.117,28.14
上海,31670,1.312,14.518
天津,11111,0.689,6.806
重庆,7828,0.398,8.647
深圳,30615,0.078,22.167
广州,18484,1.022,26.196
杭州,18208,0.87,9.74
南京,13877,0.253,16.938
武汉,8317,0.314,8.676
成都,8227,0.366,7.98
苏州,12592,-0.889,4.083
大连,11701,0.154,6.732
厦门,18747,-0.494,28.854
西安,7380,0.531,4.979
长沙,6954,-0.615,7.781
宁波,13355,-0.462,2.913
东莞,9493,1.802,6.091
无锡,8900,0.85,5.751
福州,15569,0.122,14.528
沈阳,7829,0.63,4.04
青岛,9739,0.423,6.112
济南,8799,0.526,0.941
南昌,9714,-0.766,8.999
合肥,7189,0.912,8.694
郑州,9746,0.082,20.217
太原,6786,-0.235,11.155
石家庄,6494,0.433,12.802
长春,7041,-0.523,7.513
哈尔滨,7433,-1.131,4.867
呼和浩特,7245,0.737,1.613
海口,10531,-0.604,-3.651
南宁,8147,1.622,15.495
兰州,7536,-1.413,10.987
昆明,8568,1.169,1.854
贵阳,5102,0.651,4.85
西宁,5759,0.947,4.066
银川,5229,1.18,3.422
乌鲁木齐,7642,-2.251,6.08
温州,14780,-0.978,-13.176
潍坊,4664,-0.086,5.116
包头,6008,-0.743,8.233
北海,5769,-1.233,1.353
常州,8027,-0.397,-1.69
桂林,6337,1.052,7.901
嘉兴,7929,-1.295,7.454
南通,9399,-0.655,5.217
唐山,6345,1.116,5.329
徐州,6178,-0.016,10.381
镇江,6622,0.349,5.078
扬州,9488,0.658,7.549
佛山,8827,-1.231,6.158
惠州,6763,1.455,8.73
昆山,9124,0.198,3.154
廊坊,7196,-1.086,13.825
连云港,5704,-0.245,2.571
洛阳,5545,-1.44,6.43
秦皇岛,6984,0.634,2.315
三亚,25046,0.598,4.45
汕头,8862,0.876,15.226
烟台,6432,-0.078,0.673
中山,6455,1.239,4.382
珠海,12729,0.331,3.58
吉林,6277,0.674,4.652
金华,9380,-0.772,1.636
泉州,7852,1.908,16.481
赣州,5731,0,6.842
宜昌,5578,0.18,4.869
湛江,7777,-0.601,17.406
江门,6369,-0.078,4.29
舟山,0,0,0
鞍山,5192,-1.048,3.882
宝鸡,4566,0.219,8.302
保定,5111,2.507,6.835
德州,4991,-1.344,5.162
东营,5793,1.632,0.312
鄂尔多斯,9240,0.304,11.312
邯郸,5049,1.815,7.175
菏泽,5327,0.019,5.402
湖州,8807,-0.407,5.359
宿迁,4995,0.321,6.708
江阴,7075,1.725,3.315
聊城,5211,-0.705,0.793
柳州,7048,1.366,18.235
马鞍山,5510,0.639,-1.957
绵阳,5051,0.477,4.858
日照,6666,-0.715,4.45
淮安,5228,0.057,6.781
台州,11598,-1.159,0.73
泰州,6979,0.316,-2.323
威海,6276,1.949,6.193
吴江,0,0,0
芜湖,6220,0.064,4.468
湘潭,4176,-0.215,9.953
新乡,4189,-2.218,2.421
营口,4887,0.267,3.319
张家港,9841,2.875,15.858
株洲,5070,-0.744,4.752
淄博,5898,-1.173,2.13
衡水,4798,2.281,26.33
绍兴,9942,0.384,-2.395
常熟,9782,0.545,21.259
盐城,5691,0.053,1.934
