城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9523,-0.657,-2.218
北京,23263,-0.034,-2.129
上海,26670,-0.962,-1.536
天津,10287,-0.637,-5.39
重庆,6875,-0.622,-7.333
深圳,23779,-0.055,-0.904
广州,13607,0.022,-0.802
杭州,16222,-1.851,-5.932
南京,11502,0.148,-3.588
武汉,7454,-0.957,-1.934
成都,7333,-0.462,-5.624
苏州,11496,-0.278,-6.377
大连,11183,0.857,1.498
厦门,14082,1.712,0.586
西安,7055,-1.094,-2.312
长沙,6431,-0.418,3.609
宁波,12849,-0.101,-4.255
东莞,9129,-1.03,5.44
无锡,8533,-0.304,-8.158
福州,13119,0.668,-10.285
沈阳,7310,-0.395,8.861
青岛,9147,-0.554,0.494
济南,8368,-2.106,-1.899
南昌,8134,-2.458,-3.978
合肥,6276,-3.402,-6.995
郑州,7592,-0.771,1.186
太原,5967,-0.117,2
石家庄,5830,-0.257,1.092
长春,6258,-0.793,-0.887
哈尔滨,6751,-0.895,1.565
呼和浩特,7174,0.168,5.067
海口,11707,-3.104,-11.679
南宁,7704,-0.555,-6.573
兰州,6967,0.043,1.887
昆明,8376,-0.191,-0.664
贵阳,5026,-0.436,-3.495
西宁,5310,0,3.731
银川,4922,0.634,1.589
乌鲁木齐,6670,-0.284,10.504
温州,18902,-4.352,7.081
潍坊,4403,-0.878,2.491
包头,5458,0.073,2.71
北海,5735,-1.646,-2.945
常州,8067,-0.149,-0.247
桂林,5875,1.276,10.308
嘉兴,7546,-0.396,-6.179
南通,9378,-2.455,-9.198
唐山,6035,-0.363,1.446
徐州,5546,-0.787,1.02
镇江,6190,-0.466,-4.15
扬州,8974,-0.134,1.735
佛山,8048,0.112,-4.588
惠州,6338,-0.377,1.864
昆山,8715,-0.149,-3.627
廊坊,6181,-0.771,-10.329
连云港,5218,-0.855,2.656
洛阳,5112,-1.862,-2.031
秦皇岛,6786,-0.63,-0.557
三亚,25922,0.023,-3.492
汕头,7236,-1.578,0.097
烟台,6343,0.079,3.475
中山,6215,-0.161,-5.274
珠海,12540,-0.358,-4.552
吉林,5672,-0.088,-0.7
金华,9588,-0.198,-3.532
泉州,6498,-2.579,-2.725
赣州,4986,-0.776,-0.479
宜昌,5168,-0.939,-0.097
湛江,6753,2.458,11.325
江门,5755,-0.895,-0.622
舟山,0,0,0
鞍山,4980,0.242,-0.856
宝鸡,4229,1.439,3.222
保定,4748,0.466,1.043
德州,4995,-0.12,3.738
东营,5384,1.013,-0.425
鄂尔多斯,8287,-1.169,0.913
邯郸,4562,0.44,1.967
菏泽,4418,2.174,19.148
湖州,8283,-0.755,-0.481
宿迁,4595,-1.183,1.817
江阴,7046,-0.607,-5.168
聊城,5119,-1.178,2.257
柳州,5782,-1.499,1.155
马鞍山,5659,-0.545,-5.178
绵阳,4859,-0.226,5.356
日照,6421,-0.511,3.732
淮安,4656,-1.917,-0.831
台州,10725,-1.759,-8.027
泰州,6596,-1.845,0.949
威海,5872,-0.475,2.783
吴江,9560,-1.707,-2.954
芜湖,5925,-0.903,-10.268
湘潭,3844,0.497,2.836
新乡,3928,-1.307,18.814
营口,4638,-1.277,-3.214
张家港,9586,1.687,0.021
株洲,4566,-0.588,8.353
淄博,5747,-1.169,0.736
衡水,3569,-0.502,3.001
绍兴,9779,-1.212,-1.807
常熟,8146,-0.549,-0.562
