城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9037,1.09,0
北京,22987,1.96,0
上海,24647,1.56,0
天津,9937,1.79,0
重庆,6718,0.4,0
深圳,22776,2.99,0
广州,12688,0.44,0
杭州,16640,3.5,0
南京,11612,1.09,0
武汉,7081,0.16,0
成都,7223,0.08,0
苏州,10800,-0.28,0
大连,10756,1.59,0
厦门,13381,2.07,0
西安,6699,2.56,0
长沙,4929,0,0
宁波,13683,-0.71,0
东莞,7544,-0.01,0
无锡,8789,-0.02,0
福州,11672,3.88,0
沈阳,5595,2.77,0
青岛,8726,3.76,0
济南,7786,0.43,0
南昌,7671,-0.01,0
合肥,6138,-1.03,0
郑州,6812,0.25,0
太原,5339,2.61,0
石家庄,5576,0.56,0
长春,6055,1.37,0
哈尔滨,6590,0.43,0
呼和浩特,6058,3.4,0
海口,13872,2.44,0
南宁,7772,0.26,0
兰州,6552,2.66,0
昆明,7955,0.24,0
贵阳,4963,1.04,0
西宁,4822,3.3,0
银川,4730,1.22,0
乌鲁木齐,4938,2.17,0
温州,13968,0.11,0
潍坊,3814,2.5,0
包头,5141,2.51,0
北海,5347,3.48,0
常州,7159,1.56,0
桂林,4485,3.15,0
嘉兴,7736,-2.85,0
南通,9655,0.71,0
唐山,5823,1.15,0
徐州,4812,2.27,0
镇江,5516,1.29,0
扬州,8099,2.21,0
佛山,8142,0.38,0
惠州,5556,-0.18,0
昆山,8673,0.06,0
廊坊,6353,2.7,0
连云港,4709,1.09,0
洛阳,4619,2.9,0
秦皇岛,6213,2.24,0
三亚,26352,-4.13,0
汕头,6813,1.85,0
烟台,5792,1.63,0
中山,6147,0.38,0
珠海,10208,3.19,0
吉林,5346,0.06,0
金华,9254,0.13,0
泉州,6237,-0.73,0
赣州,4741,1.63,0
宜昌,4866,1.25,0
湛江,5122,2.65,0
江门,5644,0.18,0
舟山,0,0,0
鞍山,4837,1.21,0
宝鸡,3863,1.58,0
保定,4238,1.56,0
德州,4304,-2.03,0
东营,5213,1.7,0
鄂尔多斯,7855,2.21,0
邯郸,4171,0.7,0
菏泽,2912,-0.92,0
湖州,7545,1.3,0
宿迁,4091,2.22,0
江阴,6957,2.43,0
聊城,4250,3.31,0
柳州,5235,-0.78,0
马鞍山,5679,0.62,0
绵阳,4282,1.28,0
日照,5861,1.93,0
淮安,4365,1.8,0
台州,11078,2.51,0
泰州,5506,4.28,0
威海,5452,1.43,0
吴江,9371,4.49,0
芜湖,5821,-0.05,0
湘潭,3360,3.48,0
新乡,2897,-0.58,0
营口,4444,2,0
张家港,9253,1.21,0
株洲,3295,3.49,0
淄博,5368,0.9,0
衡水,3144,0.35,0
绍兴,9893,0.11,0
常熟,7573,0.09,0
